ID,Title,Abstract,Year,Journal/Conference,Journal/Conf/BC/WP/Other,Embedding_Techniques,Embedding_Techniques(formatted),Category,Relation,Relation (Original or Varient/Enhancement),PDF Stored?,Number_Authors,List of Authors,Author_1,Author_2,Author_3,Author_4,Author_5,Author_6,Author_7,Author_8,Author_9,Author_10,Affiliation_1,Affiliation_2,Affiliation_3,Affiliation_4,Affiliation_5,Affiliation_6,Affiliation_7,Affiliation_8,Affiliation_9,Affiliation_10,Affiliation_11,Affiliation_12,Country_1,Country_2,Country_3 ,Country_4,Country_5,Country_6,Country_7,Country_8,Country_9 ,Country_10,Country_11,Country_12,URL
sun2020ernie,ERNIE 2.0: A Continual Pre-training Framework for Language Understanding,"Recently pre-trained models have achieved state-of-the-art results in various language understanding tasks. Current pre-training procedures usually focus on training the model with several simple tasks to grasp the co-occurrence of words or sentences. However, besides co-occurring information, there exists other valuable lexical, syntactic and semantic information in training corpora, such as named entities, semantic closeness and discourse relations. In order to extract the lexical, syntactic and semantic information from training corpora, we propose a continual pre-training framework named ERNIE 2.0 which incrementally builds pre-training tasks and then learn pre-trained models on these constructed tasks via continual multi-task learning. Based on this framework, we construct several tasks and train the ERNIE 2.0 model to capture lexical, syntactic and semantic aspects of information in the training data. Experimental results demonstrate that ERNIE 2.0 model outperforms BERT and XLNet on 16 tasks including English tasks on GLUE benchmarks and several similar tasks in Chinese. The source codes and pre-trained models have been released at https://github.com/PaddlePaddle/ERNIE.",2020,Proceedings of the AAAI conference on artificial intelligence,Conference,Introduce ERNIE (BERT + Knowledge),BERT,Contextual Word Embeddings,Enhancement of BERT,Varient/Enhancement,Yes,7,"Sun, Yu and Wang, Shuohuan and Li, Yukun and Feng, Shikun and Tian, Hao and Wu, Hua and Wang, Haifeng","Sun, Yu","Wang, Shuohuan","Li, Yukun","Feng, Shikun","Tian, Hao","Wu, Hua","Wang, Haifeng",NA,NA,NA,Baidu Inc,Baidu Inc,Baidu Inc,Baidu Inc,Baidu Inc,Baidu Inc,Baidu Inc,NA,NA,NA,NA,NA,China,China,China,China,China,China,China,NA,NA,NA,NA,NA,https://ojs.aaai.org/index.php/AAAI/article/view/6428
hofmann1999probabilistic,Probabilistic latent semantic indexing,"Probabilistic Latent Semantic Indexing is a novel approach to automated document indexing which is based on a statistical latent class model for factor analysis of count data. Fitted from a training corpus of text documents by a generalization of the Expectation Maximization algorithm, the utilized model is able to deal with domain-specific synonymy as well as with polysemous words. In contrast to standard Latent Semantic Indexing (LSI) by Singular Value Decomposition, the probabilistic variant has a solid statistical foundation and defines a proper generative data model. Retrieval experiments on a number of test collections indicate substantial performance gains over direct term matching methods as well as over LSI. In particular, the combination of models with different dimensionalities has proven to be advantageous.",1999,Proceedings of the 22nd annual international ACM SIGIR conference on Research and development in information retrieval,Conference,Replace SVD with a probabilistic mixture model over topics,LSA/LSI,Statistical Representations,Varient of LSA/LSI,Varient/Enhancement,Yes,1,"Hofmann, Thoma","Hofmann, Thoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,International Computer Science Institute,UC Berkeley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dl.acm.org/doi/pdf/10.1145/312624.312649
lund1996producing,Producing high‐dimensional semantic spaces from lexical co‐occurrence,"A procedure that processes a corpus of text and produces numeric vectors containing information about its meanings for each word is presented. This procedure is applied to a large corpus of natural language text taken from Usenet, and the resulting vectors are examined to determine what information is contained within them. These vectors provide the coordinates in a high-dimensional space in which word relationships can be analyzed. Analyses of both vector similarity and multidimensional scaling demonstrate that there is significant semantic information carried in the vectors. A comparison of vector similarity with human reaction times in a single-word priming experiment is presented. These vectors provide the basis for a representational model of semantic memory, hyperspace analogue to language (HAL).",1996,"Behavior Research Methods, Instruments, & Computers",Journal Article,Introduce Hyperspace Analog to Language (HAL) - a large word–word co-occurrence matrix by sliding a fixed‐size window over text,HAL,Statistical Representations,Original Research (also fundamental to LSA),Original Research,Yes,2,"Lund, Kevin and Burgess, Curt","Lund, Kevin","Burgess, Curt",NA,NA,NA,NA,NA,NA,NA,NA,UC Riverside,UC Riverside,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://link.springer.com/content/pdf/10.3758/bf03204766.pdf
rohde2006improved,An improved model of semantic similarity based on lexical co-occurrence,"The lexical semantic system is an important component of human language and cognitive processing. One approach to modeling semantic knowledge makes use of hand-constructed networks or trees of interconnected word senses (Miller, Beckwith, Fellbaum, Gross, & Miller, 1990; Jarmasz & Szpakowicz, 2003). An alternative approach seeks to model word meanings as high-dimensional vectors, which are derived from the co-occurrence of words in unlabeled text corpora (Landauer & Dumais, 1997; Burgess & Lund, 1997a). This paper introduces a new vector-space method for deriving word-meanings from large corpora that was inspired by the HAL and LSA models, but which achieves better and more consistent results in predicting human similarity judgments. We explain the new model, known as COALS, and how it relates to prior methods, and then evaluate the various models on a range of tasks, including a novel set of semantic similarity ratings involving both semantically and morphologically related terms.",2006,Communications of the ACM,Journal Article,Introduce COALS - like HAL but using correlation instead of raw counts,COAlS,Statistical Representations,Enhancement of HAL,Varient/Enhancement,Yes,3,"Rohde, Douglas LT and Gonnerman, Laura M and Plaut, David C","Rohde, Douglas","Gonnerman, Laura","Plaut, David",NA,NA,NA,NA,NA,NA,NA,MIT,Lehigh University,Carnegie Mellon University,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.cnbc.cmu.edu/~plaut/papers/pdf/RohdeGonnermanPlautSUB-CogSci.COALS.pdf
church1990word,"Word association norms, mutual information, and lexicography","The term word association is used in a very particular sense in the psycholinguistic literature. (Generally speaking, subjects respond quicker than normal to the word nurse if it follows a highly associated word such as doctor.) We will extend the term to provide the basis for a statistical description of a variety of interesting linguistic phenomena, ranging from semantic relations of the doctor/nurse type (content word/content word) to lexico-syntactic co-occurrence constraints between verbs and prepositions (content word/function word). This paper will propose an objective measure based on the information theoretic notion of mutual information, for estimating word association norms from computer readable corpora. (The standard method of obtaining word association norms, testing a few thousand subjects on a few hundred words, is both costly and unreliable.) The proposed measure, the association ratio, estimates word association norms directly from computer readable corpora, making it possible to estimate norms for tens of thousands of words.",1990,Computational linguistics,Journal Article,Introduce Pointwise Mutual Information (PMI) and PPMI,PMI,Statistical Representations,Original Research,Original Research,Yes,2,"Church, Kenneth and Hanks, Patrick","Church, Kenneth","Hanks, Patrick",NA,NA,NA,NA,NA,NA,NA,NA,Bell Laboratories Murray Hill,Collins Publishers Glasgow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,Scotland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://aclanthology.org/J90-1003.pdf
shazeer2016swivel,Swivel: Improving Embeddings by Noticing What’s Missing,"We present Submatrix-wise Vector Embedding Learner (Swivel), a method for generating low-dimensional feature embeddings from a feature co-occurrence matrix. Swivel performs approximate factorization of the point-wise mutual information matrix via stochastic gradient descent. It uses a piecewise loss with special handling for unobserved co-occurrences, and thus makes use of all the information in the matrix. While this requires computation proportional to the size of the entire matrix, we make use of vectorized multiplication to process thousands of rows and columns at once to compute millions of predicted values. Furthermore, we partition the matrix into shards in order to parallelize the computation across many nodes. This approach results in more accurate embeddings than can be achieved with methods that consider only observed co-occurrences, and can scale to much larger corpora than can be handled with sampling methods.",2016,arXiv preprint arXiv:1602.02215,Working Paper,GloVe but partition co-occurrence matrix into shards to scale to large vocabularies.,GloVe,Static Word Embeddings,Varient of GloVe,Varient/Enhancement,Yes,4,"Shazeer, Noam and Doherty, Ryan and Evans, Colin and Waterson, Chris","Shazeer, Noam","Doherty, Ryan","Evans, Colin","Waterson, Chris",NA,NA,NA,NA,NA,NA,Google ,Google ,Google ,Google ,NA,NA,NA,NA,NA,NA,NA,NA,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/pdf/1602.02215
mccann2017learned,Learned in Translation: Contextualized Word Vectors,"Computer vision has benefited from initializing multiple deep layers with weights pretrained on large supervised training sets like ImageNet. Natural language processing (NLP) typically sees initialization of only the lowest layer of deep models with pretrained word vectors. In this paper, we use a deep LSTM encoder from an attentional sequence-to-sequence model trained for machine translation (MT) to contextualize word vectors. We show that adding these context vectors (CoVe) improves performance over using only unsupervised word and character vectors on a wide variety of common NLP tasks: sentiment analysis (SST, IMDb), question classification (TREC), entailment (SNLI), and question answering (SQuAD). For fine-grained sentiment analysis and entailment, CoVe improves performance of our baseline models to the state of the art.",2017,Advances in neural information processing systems,Conference,Introduce CoVe,CoVe,Contextual Word Embeddings,Original Research but also Foundation of ELMo,Original Research,Yes,4,"McCann, Bryan and Bradbury, James and Xiong, Caiming and Socher, Richard","McCann, Bryan","Bradbury, James","Xiong, Caiming","Socher, Richard",NA,NA,NA,NA,NA,NA,Salesforce,Salesforce,Salesforce,Salesforce,NA,NA,NA,NA,NA,NA,NA,NA,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,https://proceedings.neurips.cc/paper/2017/file/20c86a628232a67e7bd46f76fba7ce12-Paper.pdf
bullinaria2007extracting,Extracting semantic representations from word co-occurrence statistics: A computational study,"The idea that at least some aspects of word meaning can be induced from patterns of word co-occurrence is becoming increasingly popular. However, there is less agreement about the precise computations involved, and the appropriate tests to distinguish between the various possibilities. It is important that the effect of the relevant design choices and parameter values are understood if psychological models using these methods are to be reliably evaluated and compared. In this article, we present a systematic exploration of the principal computational possibilities for formulating and validating representations of word meanings from word co-occurrence statistics. We find that, once we have identified the best procedures, a very simple approach is surprisingly successful and robust over a range of psychologically relevant evaluation measures.",2007,Behavior research methods,Journal Article,Foundational base for GloVe or Word2vec,Co-orccurrance +SVD,Statistical Representations,Original Research,Original Research,Yes,2,"Bullinaria, John A and Levy, Joseph P","Bullinaria, John","Levy, Joseph",NA,NA,NA,NA,NA,NA,NA,NA,University of Birmingham,Roehampton University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK,UK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://link.springer.com/content/pdf/10.3758/BF03193020.pdf
zaheer2020big,Big Bird: Transformers for longer sequences,"Transformers-based models, such as BERT, have been one of the most successful deep learning models for NLP. Unfortunately, one of their core limitations is the quadratic dependency (mainly in terms of memory) on the sequence length due to their full attention mechanism. To remedy this, we propose BIGBIRD, a sparse attention mechanism that reduces this quadratic dependency to linear. We show that BIGBIRD is a universal approximator of sequence functions and is Turing complete, thereby preserving these properties of the quadratic, full attention model. Along the way, our theoretical analysis reveals some of the benefits of having O(1) global tokens (such as CLS) that attend to the entire sequence as part of the sparse attention mechanism. The proposed sparse attention can handle sequences of length up to 8x of what was previously possible using similar hardware. As a consequence of the capability to handle longer context, BIGBIRD drastically improves performance on various NLP tasks such as question answering and summarization. We also propose novel applications to genomics data.",2020,Advances in neural information processing systems,Conference,"Introduce BigBird, transformer-based model for long sequence",BigBird,Contextual Word Embeddings,Original Research,Original Research,Yes,10,"Zaheer, Manzil and Guruganesh, Guru and Dubey, Kumar Avinava and Ainslie, Joshua and Alberti, Chris and Ontanon, Santiago and Pham, Philip and Ravula, Anirudh and Wang, Qifan and Yang, Li and others","Zaheer, Manzil","Guruganesh, Guru","Dubey, Kumar","Ainslie, Joshua","Alberti, Chris","Ontanon, Santiago","Pham, Philip","Ravula, Anirudh","Wang, Qifan","Yang, Li",Google ,Google ,Google ,Google ,Google ,Google ,Google ,Google ,Google ,Google ,NA,NA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,NA,NA,https://proceedings.neurips.cc/paper/2020/file/c8512d142a2d849725f31a9a7a361ab9-Paper.pdf
bengio2003neural,A Neural Probabilistic Language Model,"A goal of statistical language modeling is to learn the joint probability function of sequences of words in a language. This is intrinsically difficult because of the curse of dimensionality: a word sequence on which the model will be tested is likely to be different from all the word sequences seen during training. Traditional but very successful approaches based on n-grams obtain generalization by concatenating very short overlapping sequences seen in the training set. We propose to fight the curse of dimensionality by learning a distributed representation for words which allows each training sentence to inform the model about an exponential number of semantically neighboring sentences. The model learns simultaneously (1) a distributed representation for each word along with (2) the probability function for word sequences, expressed in terms of these representations. Generalization is obtained because a sequence of words that has never been seen before gets high probability if it is made of words that are similar (in the sense of having a nearby representation) to words forming an already seen sentence. Training such large models (with millions of parameters) within a reasonable time is itself a significant challenge. We report on experiments using neural networks for the probability function, showing on two text corpora that the proposed approach significantly improves on state-of-the-art n-gram models, and that the proposed approach allows to take advantage of longer contexts.",2003,Journal of machine learning research,Journal Article,One of the first to propose using a neural network to learn a distributed representation for words,Neural Network,Static Word Embeddings,Original Research,Original Research,Yes,4,"Bengio, Yoshua and Ducharme, Rejean and Vincent, Pascal and Jauvin, Christian","Bengio, Yoshua","Ducharme, Rejean","Vincent, Pascal","Jauvin, Christian",NA,NA,NA,NA,NA,NA,University of Montreal,University of Montreal,University of Montreal,University of Montreal,NA,NA,NA,NA,NA,NA,NA,NA,Canada,Canada,Canada,Canada,NA,NA,NA,NA,NA,NA,NA,NA,https://www.jmlr.org/papers/volume3/bengio03a/bengio03a.pdf
kanerva2000random,Random Indexing of Text Samples for Latent Semantic Analysis,"In statistical study of natural language, word-use statistics are often collected into a huge matrix, which then is analyzed mathematically. However, matrices for very large corpora can be too large for computers to handle. This poster describes a simple method of limiting the size of the matrix without limiting the size of the corpus. The method is based on sparse distributed representation and is explained with reference to Latent Semantic Analysis/Indexing (LSA/LSI).",2000,Proceedings of the Annual Meeting of the Cognitive Science Society,Conference,Introduce Random Indexing,RandomIndexing,Statistical Representations,Original Research,Original Research,Yes,3,"Kanerva, Pentii and Kristoferson, Jan and Holst, Anders","Kanerva, Pentii","Kristoferson, Jan","Holst, Anders",NA,NA,NA,NA,NA,NA,NA,Swedish Institute of Computer Science,Swedish Institute of Computer Science,Swedish Institute of Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sweden,Sweden,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://escholarship.org/content/qt5644k0w6/qt5644k0w6.pdf
salle2016matrix,Matrix Factorization using Window Sampling and Negative Sampling for Improved Word Representations,"In this paper, we propose LexVec, a new method for generating distributed word representations that uses low-rank, weighted factorization of the Positive Point-wise Mutual Information matrix via stochastic gradient descent, employing a weighting scheme that assigns heavier penalties for errors on frequent co-occurrences while still accounting for negative co-occurrence. Evaluation on word similarity and analogy tasks shows that LexVec matches and often outperforms state-of-the-art methods on many of these tasks.",2016,Proceedings of the 54th Annual Meeting of the Association for Computational Linguistics (Volume 2: Short Papers),Conference,Introduce LexVec,LexVec,Static Word Embeddings,Original Research,Original Research,Yes,3,"Salle, Alexandre and Idiart, Marco and Villavicencio, Aline","Salle, Alexandre","Idiart, Marco","Villavicencio, Aline",NA,NA,NA,NA,NA,NA,NA,The Federal University of Rio Grande do Sul,The Federal University of Rio Grande do Sul,The Federal University of Rio Grande do Sul,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,Brazil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/pdf/1606.00819
song2020mpnet,MPNet: Masked and Permuted Pre-training for Language Understanding,"BERT adopts masked language modeling (MLM) for pre-training and is one of the most successful pre-training models. Since BERT neglects dependency among predicted tokens, XLNet introduces permuted language modeling (PLM) for pretraining to address this problem. However, XLNet does not leverage the full position information of a sentence and thus suffers from position discrepancy between pre-training and fine-tuning. In this paper, we propose MPNet, a novel pre-training method that inherits the advantages of BERT and XLNet and avoids their limitations. MPNet leverages the dependency among predicted tokens through permuted language modeling (vs. MLM in BERT), and takes auxiliary position information as input to make the model see a full sentence and thus reducing the position discrepancy (vs. PLM in XLNet). We pre-train MPNet on a large-scale dataset (over 160GB text corpora) and fine-tune on a variety of down-streaming tasks (GLUE, SQuAD, etc). Experimental results show that MPNet outperforms MLM and PLM by a large margin, and achieves better results on these tasks compared with previous state-of-the-art pre-trained methods (e.g., BERT, XLNet, RoBERTa) under the same model setting. The code and the pre-trained models are available at: https://github.com/microsoft/MPNet.",2020,Advances in neural information processing systems,Conference,Combine Mask Language Modelling (MLM - like BERT) with Permutation Langauge Modelling (PLM like XLNet),MLM,Contextual Word Embeddings,Original Research ,Original Research,Yes,5,"Song, Kaitao and Tan, Xu and Qin, Tao and Lu, Jianfeng and Liu, Tie-Yan","Song, Kaitao","Tan, Xu","Qin, Tao","Lu, Jianfeng","Liu, Tie-Yan",NA,NA,NA,NA,NA,Nanjing University of Science and Technology,Microsoft,Microsoft,Nanjing University of Science and Technology,Microsoft,NA,NA,NA,NA,NA,NA,NA,China,USA,USA,China,USA,NA,NA,NA,NA,NA,NA,NA,https://proceedings.neurips.cc/paper_files/paper/2020/file/c3a690be93aa602ee2dc0ccab5b7b67e-Paper.pdf
bailey2017tensor,Word Embeddings via Tensor Factorization,"Many state-of-the-art word embedding techniques involve factorization of a co-occurrence based matrix. We aim to extend this approach by studying word embedding techniques that involve factorization of co-occurrence based tensors (Nway arrays). We present two new word embedding techniques based on tensor factorization and show that they outperform common methods on several semantic NLP tasks when given the same data. To train one of the embeddings, we present a new joint tensor factorization problem and an approach for solving it. Furthermore, we modify the performance metrics for the Outlier Detection (Camacho-Collados and Navigli 2016) task to measure the quality of higher-order relationships that a word embedding captures. Our tensor-based methods significantly outperform existing methods at this task when using our new metric. Finally, we demonstrate that vectors in our embeddings can be composed multiplicatively to create different vector representations for each meaning of a polysemous word. We show that this property stems from the higher order information that the vectors contain, and thus is unique to our tensor based embeddings.",2017,arXiv preprint arXiv:1704.02686,Working Paper,Tensor Factorization (Apply higher-order tensor factorization to co-occurrence counts),Tensor Factorization,Statistical Representations,Original Research,Original Research,Yes,2,"Bailey, Eric and Aeron, Shuchin","Bailey, Eric","Aeron, Shuchin",NA,NA,NA,NA,NA,NA,NA,NA,Tufts University,Tufts University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/pdf/1704.02686
smith2020alone,All Word Embeddings from One Embedding,"In neural network-based models for natural language processing (NLP), the largest part of the parameters often consists of word embeddings. Conventional models prepare a large embedding matrix whose size depends on the vocabulary size. Therefore, storing these models in memory and disk storage is costly. In this study, to reduce the total number of parameters, the embeddings for all words are represented by transforming a shared embedding. The proposed method, ALONE (all word embeddings from one), constructs the embedding of a word by modifying the shared embedding with a filter vector, which is word-specific but non-trainable. Then, we input the constructed embedding into a feed-forward neural network to increase its expressiveness. Naively, the filter vectors occupy the same memory size as the conventional embedding matrix, which depends on the vocabulary size. To solve this issue, we also introduce a memory-efficient filter construction approach. We indicate our ALONE can be used as word representation sufficiently through an experiment on the reconstruction of pre-trained word embeddings. In addition, we also conduct experiments on NLP application tasks: machine translation and summarization. We combined ALONE with the current state-of-the-art encoder-decoder model, the Transformer [36], and achieved comparable scores on WMT 2014 English-to-German translation and DUC 2004 very short summarization with less parameters1.",2020,Advances in Neural Information Processing Systems,Conference,Introduce Alone (shared codebooks replacing per-word vectors->reducing parameters),Alone,Static Word Embeddings,Original Research,Original Research,Yes,2,"Takase, Sho and Kobayashi, Sosuke","Takase, Sho","Kobayashi, Sosuke",NA,NA,NA,NA,NA,NA,NA,NA,Tokyo Institute of Technology,Tohoku University,"Preferred Networks, Inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,Japan,Japan,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://proceedings.neurips.cc/paper_files/paper/2020/file/275d7fb2fd45098ad5c3ece2ed4a2824-Paper.pdf
pinter2017mimick,Mimicking word embeddings using subword RNNs,"Word embeddings improve generalization over lexical features by placing each word in a lower-dimensional space, using distributional information obtained from unlabeled data. However, the effectiveness of word embeddings for downstream NLP tasks is limited by out-of-vocabulary (OOV) words, for which embeddings do not exist. In this paper, we present MIMICK, an approach to generating OOV word embeddings compositionally, by learning a function from spellings to distributional embeddings. Unlike prior work, MIMICK does not require re-training on the original word embedding corpus; instead, learning is performed at the type level. Intrinsic and extrinsic evaluations demonstrate the power of this simple approach. On 23 languages, MIMICK improves performance over a word-based baseline for tagging part-of-speech and morphosyntactic attributes. It is competitive with (and complementary to) a supervised character-based model in low-resource settings.",2017,Proceedings of the 2017 Conference on Empirical Methods in Natural Language Processing,Conference,Introduce MIMICK (Neural network to catch OOV words),MIMICK,Static Word Embeddings,Orignal Research,Varient/Enhancement,Yes,3,"Pinter, Yuval and Guthrie, Robert and Eisenstein, Jacob","Pinter, Yuval","Guthrie, Robert","Eisenstein, Jacob",NA,NA,NA,NA,NA,NA,NA,Georgia Institute of Technology,Georgia Institute of Technology,Georgia Institute of Technology,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/pdf/1707.06961
chen2016hybrid,Novel Word Embedding and Translation-based Language Modeling for Extractive Speech Summarization,"Word embedding methods revolve around learning continuous distributed vector representations of words with neural networks, which can capture semantic and/or syntactic cues, and in turn be used to induce similarity measures among words, sentences and documents in context. Celebrated methods can be categorized as prediction-based and count-based methods according to the training objectives and model architectures. Their pros and cons have been extensively analyzed and evaluated in recent studies, but there is relatively less work continuing the line of research to develop an enhanced learning method that brings together the advantages of the two model families. In addition, the interpretation of the learned word representations still remains somewhat opaque. Motivated by the observations and considering the pressing need, this paper presents a novel method for learning the word representations, which not only inherits the advantages of classic word embedding methods but also offers a clearer and more rigorous interpretation of the learned word representations. Built upon the proposed word embedding method, we further formulate a translation-based language modeling framework for the extractive speech summarization task. A series of empirical evaluations demonstrate the effectiveness of the proposed word representation learning and language modeling techniques in extractive speech summarization.",2016,Proceedings of the 24th ACM international conference on multimedia,Conference,Hybrid (Combines predictive (neural) and count-based objectives),Hybrid,Static Word Embeddings,Original Research (Combine 2 techniques),Original Research,Yes,5,"Chen, Kuan-Yu and Liu, Shih-Hung and Chen, Berlin and Wang, Hsin-Min and Chen, Hsin-Hsi","Chen, Kuan-Yu","Liu, Shih-Hung","Chen, Berlin","Wang, Hsin-Min","Chen, Hsin-Hsi",NA,NA,NA,NA,NA,Academia Sinica,Academia Sinica,National Taiwan Normal University,Academia Sinica,National Taiwan University,NA,NA,NA,NA,NA,NA,NA,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan,NA,NA,NA,NA,NA,NA,NA,https://dl.acm.org/doi/pdf/10.1145/2964284.2967246?casa_token=9pr3JSKcey4AAAAA:veurt-RWB6vNhhxZPuix8EZNVhd5hxl8Pbwfs136nPUlgWmlW_xe77pmgm5hIDd9U56Upu1sUwo
bollegala2018learning,Learning word meta-embeddings by autoencoding,"Distributed word embeddings have shown superior performances in numerous Natural Language Processing (NLP) tasks. However, their performances vary significantly across different tasks, implying that the word embeddings learnt by those methods capture complementary aspects of lexical semantics. Therefore, we believe that it is important to combine the existing word embeddings to produce more accurate and complete meta-embeddings of words. We model the meta-embedding learning problem as an autoencoding problem, where we would like to learn a meta-embedding space that can accurately reconstruct all source embeddings simultaneously. Thereby, the meta-embedding space is enforced to capture complementary information in different source embeddings via a coherent common embedding space. We propose three flavours of autoencoded meta-embeddings motivated by different requirements that must be satisfied by a meta-embedding. Our experimental results on a series of benchmark evaluations show that the proposed autoencoded meta-embeddings outperform the existing state-of-the-art meta-embeddings in multiple tasks.",2018,Proceedings of the 27th international conference on computational linguistics,Conference,"Introduce Meta-embeddings (Combine 2 pre-trained embeddings into a single, richer space)",Meta-embeddings,Static Word Embeddings,Original Research,Original Research,Yes,2,"Bollegala, Danushka and Bao, Cong","Bollegala, Danushka","Bao, Cong",NA,NA,NA,NA,NA,NA,NA,NA,University of Liverpool,University of Liverpool,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK,UK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://aclanthology.org/C18-1140.pdf
rothe2015autoextend,Autoextend: Extending word embeddings to embeddings for synsets and lexemes,"We present AutoExtend, a system to learn embeddings for synsets and lexemes. It is flexible in that it can take any word embeddings as input and does not need an additional training corpus. The synset/lexeme embeddings obtained live in the same vector space as the word embeddings. A sparse tensor formalization guarantees efficiency and parallelizability. We use WordNet as a lexical resource, but AutoExtend can be easily applied to other resources like Freebase. AutoExtend achieves state-of-the-art performance on word similarity and word sense disambiguation tasks.",2015,arXiv preprint arXiv:1507.01127,Working Paper,Introduce AutoExtend - learn embedding for synsets and lexemes,AutoExtend,Static Word Embeddings,Original Research,Original Research,Yes,2,"Rothe, Sascha and Schutze, Hinrich","Rothe, Sascha","Schutze, Hinrich",NA,NA,NA,NA,NA,NA,NA,NA,University of Munich,University of Munich,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,German,German,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/pdf/1507.01127
lample2018word,Word Translation Without Parallel Data,"State-of-the-art methods for learning cross-lingual word embeddings have relied on bilingual dictionaries or parallel corpora. Recent studies showed that the need for parallel data supervision can be alleviated with character-level information. While these methods showed encouraging results, they are not on par with their supervised counterparts and are limited to pairs of languages sharing a common alphabet. In this work, we show that we can build a bilingual dictionary between two languages without using any parallel corpora, by aligning monolingual word embedding spaces in an unsupervised way. Without using any character information, our model even outperforms existing supervised methods on cross-lingual tasks for some language pairs. Our experiments demonstrate that our method works very well also for distant language pairs, like English-Russian or English-Chinese. We finally describe experiments on the English-Esperanto low-resource language pair, on which there only exists a limited amount of parallel data, to show the potential impact of our method in fully unsupervised machine translation. Our code, embeddings and dictionaries are publicly available.",2018,Proceedings of the 6th International Conference on Learning Representations (ICLR),Conference,Introduce Alignment Algo to map separate monolingual embedding spaces into one shared cross-lingual space,Alignment Algo,Static Word Embeddings,Original Research,Original Research,Yes,5,"Lample, Guillaume and Conneau, Alexis and Ranzato, Marc’Aurelio and Denoyer, Ludovic and Jégou, Hervé","Lample, Guillaume","Conneau, Alexis","Ranzato, Marc’Aurelio","Denoyer, Ludovic","Jégou, Hervé",NA,NA,NA,NA,NA,Facebook,University of Le Mans,Facebook,Sorbonne University,Facebook,Sorbonne University,Facebook,NA,NA,NA,NA,NA,USA,France,USA,France,USA,France,USA,NA,NA,NA,NA,NA,https://arxiv.org/pdf/1507.01127
bartunov2016breaking,Breaking Sticks and Ambiguities with Adaptive Skip-gram,"The recently proposed Skip-gram model is a powerful method for learning high-dimensional word representations that capture rich semantic relationships between words. However, Skip-gram as well as most prior work on learning word representations does not take into account word ambiguity and maintain only a single representation per word. Although a number of Skip-gram modifications were proposed to overcome this limitation and learn multi-prototype word representations, they either require a known number of word meanings or learn them using greedy heuristic approaches. In this paper we propose the Adaptive Skip-gram model which is a nonparametric Bayesian extension of Skip-gram capable to automatically learn the required number of representations for all words at desired semantic resolution. We derive efficient online variational learning algorithm for the model and empirically demonstrate its efficiency on word-sense induction task.",2016,Proceedings of the 19th International Conference on Artificial Intelligence and Statistics,Conference,Introduce a new context definition,skip-gram,Static Word Embeddings,Original Research,Original Research,Yes,4,"Bartunov, Sergey and Kondratieva, Elena and Osokin, Alexander and Vetrov, Dmitry P.","Bartunov, Sergey","Kondratieva, Elena","Osokin, Alexander","Vetrov, Dmitry",NA,NA,NA,NA,NA,NA,Higher School of Economics,Yandex,INRIA,Institute of Advanced Education,Skolkovo Institute of Science and Technology,NA,NA,NA,NA,NA,NA,NA,Russia,Russia,France,France,Russia,NA,NA,NA,NA,NA,NA,NA,https://proceedings.mlr.press/v51/bartunov16.pdf
